Suburb,BuildingArea,Latitude,Longitude
Yallambie,154.0,-37.7233,145.1045
Middle Park,155.0,-37.84962,144.95856
Richmond,66.0,-37.8173,144.9965
Bentleigh East,146.0,-37.9307,145.0531
Wantirna,142.0,-37.84244,145.22321
Brunswick,139.0,-37.7611,144.9677
Fitzroy,138.0,-37.7956,144.9804
Ascot Vale,79.0,-37.7807,144.9288
Elwood,65.0,-37.8785,144.99316
Sunshine,77.0,-37.7938,144.8321
South Yarra,94.0,-37.8421,144.9876
Newport,145.0,-37.8414,144.8707
Fairfield,110.0,-37.7828,145.0154
St Albans,138.0,-37.74845,144.8144
Maidstone,125.0,-37.7896,144.8752
Brighton,170.0,-37.9153,144.9924
Ivanhoe,128.0,-37.76538,145.04964
Balaclava,163.0,-37.87245,144.9976
South Kingsville,143.0,-37.8305,144.8736
Camberwell,154.0,-37.8431,145.0962
Black Rock,206.0,-37.97359,145.01884
Glenroy,148.0,-37.7097,144.9256
Hawthorn,155.0,-37.8236,145.0425
Richmond,94.0,-37.8167,144.9977
Hawthorn,92.0,-37.8176,145.0204
Avondale Heights,190.0,-37.75962,144.86675
Thornbury,16.0,-37.75155,144.99169
Yarraville,80.0,-37.8179,144.8908
St Kilda,70.0,-37.8653,144.9824
Camberwell,119.0,-37.84954,145.0924
Armadale,100.0,-37.8552,145.016
Maidstone,81.0,-37.7885,144.8771
Lalor,104.0,-37.6615,145.02761
Glen Iris,248.0,-37.8563,145.0709
West Melbourne,130.0,-37.8094,144.9452
Williamstown,229.0,-37.8622,144.8884
Newport,192.0,-37.8334,144.8673
Moorabbin,101.0,-37.9389,145.0467
Bentleigh,255.0,-37.9326,145.0441
Noble Park,82.0,-37.96903,145.18999
Bundoora,160.0,-37.69252,145.05331
Hoppers Crossing,111.0,-37.86993,144.68008
Southbank,114.0,-37.8267,144.9687
Camberwell,77.0,-37.8479,145.0958
Carnegie,61.0,-37.897,145.0593
Yarraville,115.0,-37.8177,144.8711
Kensington,108.0,-37.79244,144.92036
Balwyn North,153.0,-37.7997,145.0993
Footscray,160.0,-37.7959,144.8989
Brunswick East,66.0,-37.7791,144.9765
West Melbourne,58.0,-37.806,144.942
Wheelers Hill,291.0,-37.90001,145.18688
St Kilda,59.0,-37.8568,144.9873
West Footscray,115.0,-37.79139,144.86596
Malvern East,138.0,-37.8782,145.0649
Ormond,68.0,-37.9031,145.0444
Toorak,126.0,-37.8429,145.0227
St Albans,107.0,-37.75177,144.80173
North Melbourne,57.0,-37.8044,144.9566
Balwyn North,227.0,-37.789,145.0938
Alphington,61.0,-37.7805,145.0262
Hawthorn East,120.0,-37.8269,145.0496
Ormond,124.0,-37.9064,145.0291
Flemington,98.0,-37.7867,144.9342
Kensington,81.0,-37.7974,144.9261
Viewbank,90.0,-37.7393,145.0806
Coburg,123.0,-37.7364,144.9787
Glenroy,104.0,-37.70425,144.93164
Richmond,52.0,-37.823,144.9982
Sandringham,170.0,-37.94964,145.01593
Kensington,84.0,-37.7948,144.9314
Elwood,70.0,-37.8902,144.9907
Greenvale,133.0,,
Noble Park,112.0,-37.98298,145.17932
Williamstown,160.0,-37.8613,144.8988
Keilor East,188.0,-37.7482,144.877
Roxburgh Park,142.0,-37.62909,144.92335
Middle Park,165.0,-37.847,144.9594
Newport,107.0,-37.84426,144.87911
Ivanhoe,169.0,-37.7587,145.0426
Collingwood,153.0,-37.8042,144.9845
East Melbourne,150.0,-37.8127,144.9847
Richmond,68.0,-37.82105,145.0068
Dandenong North,128.0,-37.96006,145.22094
Caulfield South,215.0,-37.9012,145.035
Epping,117.0,-37.64463,145.04155
Brunswick East,133.0,-37.774,144.9731
Bentleigh,226.0,-37.92594,145.03184
Templestowe,269.0,-37.75726,145.14123
Albert Park,133.0,-37.8452,144.9488
Croydon South,213.0,-37.81394,145.27405
Glen Iris,44.0,-37.8505,145.0459
Moorabbin,149.0,-37.94388,145.04048
Box Hill,134.0,-37.827,145.1209
Kew East,200.0,-37.7981,145.0472
Caulfield South,117.0,-37.8928,145.0149
Oak Park,111.0,-37.7151,144.92103
Richmond,214.0,-37.8147,145.0084
Mill Park,175.0,-37.65121,145.05404
St Kilda,70.0,-37.8585,144.9854
Gardenvale,161.0,-37.89871,145.01019
Footscray,130.0,-37.8023,144.8915
Pascoe Vale,94.0,-37.7338,144.9441
Jacana,84.0,-37.69025,144.91467
Dingley Village,134.0,-37.98086,145.11993
Templestowe Lower,160.0,-37.75748,145.09691
Balwyn,134.0,-37.81151,145.09528
Richmond,149.0,-37.81186,144.99472
Elwood,218.0,-37.8748,144.9778
Carnegie,115.0,-37.8973,145.053
Croydon North,160.0,-37.76385,145.28945
Oak Park,260.0,-37.7129,144.9253
Essendon West,198.0,-37.75374,144.88932
Windsor,75.0,-37.8564,144.9971
West Footscray,109.0,-37.79644,144.86388
Lalor,129.0,-37.67024,145.03644
Doncaster,127.0,-37.77488,145.12952
Maribyrnong,231.0,-37.7817,144.8916
Moorabbin,121.0,-37.9363,145.0495
Watsonia,90.0,-37.70508,145.08563
Carnegie,161.0,-37.90008,145.06187
West Footscray,104.0,-37.7968,144.8708
Brighton,171.0,-37.9166,144.9942
Deer Park,118.0,-37.77224,144.77381
West Footscray,113.81,-37.7903,144.8703
South Morang,175.0,-37.62292,145.09507
Airport West,86.0,-37.7215,144.8864
Middle Park,73.0,-37.8551,144.968
Richmond,75.0,-37.812,144.9939
Prahran,76.0,-37.85184,145.01049
St Kilda,61.0,-37.8731,144.9799
Flemington,110.0,-37.7851,144.9338
Maribyrnong,93.0,-37.77117,144.88041
Oakleigh,139.0,-37.9023,145.105
Brunswick West,37.0,-37.7763,144.947
Seddon,94.0,-37.8071,144.88912
Essendon,182.0,-37.75621,144.93401
Elwood,57.0,-37.874,144.9835
Chadstone,111.0,-37.8824,145.1042
Fawkner,109.0,-37.7164,144.9666
Coburg,127.0,-37.7379,144.9623
Toorak,38.0,-37.8369,145.0077
Armadale,105.0,-37.854,145.0135
Doncaster,153.0,-37.77607,145.1291
Abbotsford,98.0,-37.8025,144.9939
South Yarra,75.0,-37.8343,144.9899
Coolaroo,137.0,-37.66351,144.93204
Essendon North,97.0,-37.73977,144.90675
Sydenham,114.0,-37.705,144.75759
Montmorency,128.0,-37.72857,145.12728
Maribyrnong,132.0,-37.7861,144.8897
Craigieburn,162.0,-37.56861,144.92493
Carnegie,34.0,-37.8982,145.0625
Yarraville,112.0,-37.81973,144.89735
Sunshine West,113.6,-37.78871,144.81369
Templestowe Lower,105.0,-37.7549,145.1185
Viewbank,183.0,-37.7395,145.0875
Malvern East,120.0,-37.8828,145.0528
Elwood,104.0,-37.8744,144.9888
Heathmont,200.0,-37.83145,145.22826
Williamstown,125.0,-37.86205,144.88557
Vermont South,159.0,-37.84919,145.17436
Lalor,93.0,-37.67096,145.02445
Southbank,176.0,-37.8267,144.9687
Port Melbourne,102.0,-37.8346,144.9453
Keilor East,125.0,-37.7498,144.8585
Attwood,236.0,-37.67355,144.89234
Nunawading,125.0,-37.82568,145.16752
Werribee,121.0,-37.88666,144.66149
Werribee,123.0,-37.89152,144.68345
Mill Park,128.0,-37.66294,145.06301
South Melbourne,195.0,-37.8357,144.9531
Kingsville,110.0,-37.8085,144.88274
Hawthorn East,199.0,-37.83539,145.0431
Point Cook,206.0,-37.90162,144.74755
Williamstown,150.0,-37.8525,144.8945
Gladstone Park,130.0,-37.69744,144.89073
Fairfield,2.0,-37.7697,145.0203
Pascoe Vale,95.0,-37.717,144.9509
St Kilda,171.0,-37.8663,144.9882
Blackburn North,200.0,-37.80862,145.14474
Cheltenham,137.0,-37.95656,145.06926
Balwyn North,185.0,-37.78368,145.09545
Port Melbourne,158.0,-37.83868,144.93181
Malvern,68.0,-37.8515,145.0372
Caulfield North,63.0,-37.8647,145.0232
Doncaster,139.0,-37.78267,145.14278
Rosanna,99.0,-37.7347,145.0783
Brunswick,199.0,-37.7745,144.9523
Dingley Village,237.0,-37.97824,145.12949
Coburg,142.0,-37.7537,144.9532
Balwyn North,232.0,-37.7889,145.0904
Elsternwick,119.0,-37.8859,144.9994
Maribyrnong,150.0,-37.78461,144.88474
Mount Waverley,150.0,-37.88811,145.11153
Bentleigh,177.0,-37.91648,145.04927
Coburg,160.0,-37.7432,144.9768
Eltham,161.0,-37.72185,145.15299
Bulleen,243.0,-37.76281,145.09159
Abbotsford,135.0,-37.8073,144.9952
Elwood,162.0,-37.8747,144.987
Bundoora,120.0,-37.70603,145.05423
Surrey Hills,235.0,-37.8175,145.0987
Glenroy,115.0,-37.70189,144.90894
Fitzroy North,173.0,-37.7833,144.98521
Footscray,154.0,-37.7987,144.9034
Dandenong,150.0,-37.97806,145.20432
Ashwood,164.0,-37.86491,145.09752
Knoxfield,261.0,-37.87515,145.25241
Thornbury,40.0,-37.7544,145.0092
Preston,202.0,-37.74684,144.9933
Roxburgh Park,134.0,-37.62203,144.92236
Brunswick West,193.0,-37.7576,144.9348
Seddon,62.0,-37.8042,144.892
Glen Iris,138.0,-37.8562,145.0864
Keilor Park,126.0,-37.72544,144.85259
Templestowe,170.0,-37.75436,145.11939
Werribee,151.0,-37.88318,144.66005
St Albans,171.0,-37.7627,144.81107
Point Cook,87.0,-37.89322,144.74984
Richmond,118.0,-37.8166,144.9987
Caulfield East,155.0,-37.88376,145.04476
Burwood,165.0,-37.8539,145.1127
Avondale Heights,118.0,-37.76092,144.85603
Brunswick,152.0,-37.7697,144.9649
Hadfield,79.0,-37.7128,144.9496
West Footscray,96.0,-37.796,144.8728
Derrimut,218.0,-37.78908,144.75605
Kew East,167.0,-37.7923,145.0595
Camberwell,134.3,-37.8427,145.0824
Greenvale,177.0,-37.62525,144.87738
Balwyn North,225.0,-37.7944,145.1028
Kew,55.0,-37.7999,145.0544
Epping,100.0,-37.62906,145.03785
Clifton Hill,115.0,-37.78785,145.00056
Strathmore,224.0,-37.7376,144.9154
Heidelberg Heights,106.0,-37.74931,145.05505
Prahran,44.0,-37.85012,144.99225
Bentleigh East,120.0,-37.91567,145.07111
Princes Hill,194.0,-37.78251,144.96817
Kensington,88.0,-37.7925,144.9264
Nunawading,143.0,-37.80827,145.17885
Glen Iris,134.0,-37.852,145.0942
Keilor Park,136.0,-37.7169,144.8582
Braybrook,114.0,-37.79262,144.84587
Ferntree Gully,148.0,-37.89863,145.26708
Yarraville,135.0,-37.8212,144.8937
Port Melbourne,71.0,-37.8393,144.9386
Preston,115.0,-37.73912,145.01298
Albert Park,109.0,-37.84587,144.94828
Brunswick East,207.0,-37.7664,144.9797
Brunswick East,220.0,-37.7729,144.9815
Mount Waverley,181.0,-37.89757,145.11825
Heidelberg West,111.0,-37.7441,145.0379
Highett,210.0,-37.94708,145.04056
West Footscray,130.0,-37.79429,144.87412
Rosanna,112.0,-37.7386,145.0733
Pascoe Vale,106.0,-37.7153,144.9418
Box Hill,94.0,-37.82756,145.11897
Fitzroy North,151.0,-37.7916,144.9784
Altona North,88.0,-37.83648,144.86296
Flemington,131.0,-37.7857,144.931
Port Melbourne,94.0,-37.8395,144.9462
Moorabbin,160.0,-37.9368,145.0568
Moonee Ponds,134.0,-37.75879,144.91783
Armadale,116.0,-37.8574,145.0281
Rosanna,140.0,-37.73706,145.07667
Glen Iris,170.0,-37.85223,145.08676
Ashburton,203.0,-37.86664,145.08597
Brighton,74.0,-37.9194,145.0003
Brunswick East,121.8,-37.76049,144.98065
Heidelberg,110.0,-37.7587,145.0657
Sunshine West,80.0,-37.7847,144.8146
Mount Waverley,143.0,-37.87389,145.12783
Brunswick,140.0,-37.7698,144.9661
Ascot Vale,249.0,-37.77459,144.92993
Toorak,181.0,-37.84387,145.00687
Bentleigh,275.0,-37.9181,145.044
Footscray,46.0,-37.78778,144.89037
Burnside,246.0,-37.7482,144.74472
Albion,88.0,-37.7832,144.8275
Elwood,85.0,-37.874,144.9903
Scoresby,152.0,-37.89496,145.23404
Balwyn North,90.0,-37.7956,145.0829
Chadstone,159.0,-37.87883,145.09741
Coburg North,25.0,-37.72699,144.98418
Windsor,122.0,-37.8543,144.9939
Footscray,91.0,-37.79583,144.89406
Wheelers Hill,152.0,-37.9158,145.1811
Toorak,135.0,-37.8328,145.0065
Avondale Heights,101.0,-37.756,144.8641
Richmond,115.0,-37.8221,144.9964
Watsonia,131.0,-37.7085,145.0824
Sandringham,133.0,-37.9524,145.02052
Ormond,142.0,-37.9088,145.0471
Deer Park,148.0,-37.76545,144.76458
Northcote,97.0,-37.7638,144.9933
Mount Waverley,118.0,-37.88751,145.13545
Dandenong,125.0,-37.98096,145.22621
Richmond,104.0,-37.832,144.999
Maidstone,134.6,-37.78559,144.86483
Ivanhoe,136.0,-37.758,145.0408
Brunswick,74.0,-37.7703,144.9533
Yarraville,100.0,-37.8157,144.887
Elwood,133.0,-37.8861,144.9877
Broadmeadows,142.0,-37.68706,144.93563
Craigieburn,110.0,-37.59962,144.89789
Meadow Heights,102.0,-37.64705,144.91541
Ashwood,201.0,-37.8716,145.0999
Richmond,85.0,-37.8164,145.0136
Toorak,136.0,-37.842,145.0046
Fawkner,146.0,-37.71693,144.96527
Caulfield South,165.0,-37.8887,145.0318
Thomastown,140.0,-37.67751,144.98663
Fitzroy North,40.0,-37.7925,144.9786
Bulleen,170.0,-37.76012,145.0854
Ivanhoe,232.0,-37.7659,145.0392
Glen Waverley,152.0,-37.90383,145.17166
Elsternwick,133.0,-37.88783,145.01324
Oakleigh East,90.0,-37.89941,145.11523
Richmond,81.0,-37.82622,144.99879
Vermont South,212.0,-37.85995,145.18579
Kingsville,219.0,-37.8068,144.8782
Burnley,94.0,-37.8283,145.012
Glen Waverley,124.0,-37.8656,145.15034
Sandringham,235.0,-37.95372,145.00608
St Kilda,46.0,-37.8722,144.9805
Brunswick West,165.0,-37.7575,144.9402
Carnegie,102.0,-37.8856,145.0599
Beaumaris,260.0,-37.97559,145.04546
Lalor,165.0,-37.67122,145.01487
Glen Iris,184.0,-37.858,145.0696
Roxburgh Park,209.0,-37.6373,144.9152
Preston,97.0,-37.7497,145.011
Highett,137.0,-37.94703,145.02513
Murrumbeena,93.0,-37.8892,145.0664
Burwood East,108.0,-37.85985,145.15656
Kew,130.0,-37.8079,145.0318
South Morang,255.0,-37.6414,145.0838
Strathmore Heights,206.0,-37.71344,144.89478
Keilor East,176.0,-37.74127,144.86648
West Footscray,98.0,-37.7933,144.876
Thornbury,87.0,-37.7554,144.982
Greenvale,283.0,-37.6444,144.9081
Malvern,95.0,-37.8686,145.038
Donvale,100.0,-37.80103,145.17844
Carnegie,166.0,-37.9023,145.0568
Chadstone,88.0,-37.8812,145.105
Maidstone,104.0,-37.78799,144.87515
Templestowe Lower,115.0,-37.75671,145.11401
South Yarra,43.0,-37.83547,144.98844
Ashwood,130.0,-37.8723,145.1089
Footscray,65.0,-37.7891,144.8912
Brunswick,151.0,-37.7728,144.9639
Airport West,102.0,-37.72,144.8776
Fitzroy North,128.0,-37.7835,144.9816
Maribyrnong,149.0,-37.78419,144.88517
Kealba,146.0,-37.72971,144.82654
Mont Albert,92.0,-37.8161,145.1098
Hampton,183.0,-37.9445,145.01609
Glenroy,98.0,-37.711,144.9075
Heathmont,292.0,-37.8326,145.2533
Brighton East,206.0,-37.93001,145.01368
Elwood,71.0,-37.8791,144.9923
Camberwell,68.0,-37.8347,145.057
Preston,60.0,-37.7351,145.0323
Hawthorn,130.0,-37.814,145.0212
Brunswick West,62.0,-37.7577,144.9354
Hadfield,139.0,-37.70903,144.93995
Preston,175.0,-37.73661,145.01725
Hawthorn,165.0,-37.82834,145.03937
Coburg,300.0,-37.7359,144.9711
Bentleigh,131.0,-37.91655,145.04525
Thornbury,153.0,-37.7602,145.0084
Hawthorn,56.0,-37.8158,145.0342
Sunshine,115.0,-37.7886,144.8438
Mount Waverley,132.0,-37.87148,145.12866
Yallambie,173.0,-37.7216,145.1066
Thornbury,75.0,-37.7595,145.0061
Williamstown,58.0,-37.8588,144.8919
Brunswick,106.0,-37.77111,144.96427
Glen Waverley,102.0,-37.86941,145.17108
Melbourne,94.0,-37.8166,144.9635
Preston,147.0,-37.7371,145.0111
Malvern,105.0,-37.8562,145.0373
Moorabbin,117.0,-37.94511,145.04427
Yarraville,100.0,-37.8167,144.8965
Newport,172.0,-37.8408,144.8893
Brighton East,93.0,-37.9172,145.0072
Epping,115.0,-37.65151,145.02815
Strathmore,157.0,-37.7391,144.9094
Rosanna,210.0,-37.73968,145.07973
Boronia,160.0,-37.84739,145.3024
Oakleigh South,107.0,-37.9178,145.0872
Camberwell,133.0,-37.8482,145.0949
Preston,150.0,-37.7365,145.0173
Bayswater,112.0,-37.85063,145.25802
Pascoe Vale,100.0,-37.7215,144.951
Glenroy,70.0,-37.71122,144.91863
Williamstown,60.0,-37.8612,144.8971
Flemington,63.0,-37.7833,144.9255
Northcote,106.0,-37.7642,144.9963
Fitzroy North,119.0,-37.7933,144.9824
Attwood,116.0,-37.67373,144.89627
Coburg,178.0,-37.7478,144.9583
Bentleigh East,100.0,-37.9286,145.0737
Murrumbeena,225.0,-37.90522,145.07109
Thornbury,144.0,-37.759,144.988
Eltham,202.0,-37.70562,145.16611
Thornbury,107.0,-37.75558,144.9875
Fitzroy,42.0,-37.8055,144.9809
Fawkner,109.0,-37.69571,144.96064
Windsor,111.0,-37.8563,144.9916
Taylors Hill,214.0,-37.70533,144.74731
Ivanhoe,96.0,-37.7694,145.0406
Heathmont,140.0,-37.8327,145.2348
Bentleigh East,161.0,-37.9194,145.057
Elwood,98.0,-37.875,144.991
North Melbourne,85.0,-37.8044,144.9566
Box Hill,180.0,-37.82346,145.12631
Yarraville,111.0,-37.8158,144.8707
Mentone,157.9352,-37.97759,145.06482
Hoppers Crossing,127.0,-37.85703,144.68212
Malvern East,180.0,-37.8783,145.0869
Thornbury,140.0,-37.75948,144.99615
Brunswick East,101.0,-37.7765,144.9751
Brighton East,238.0,-37.9175,145.0116
Cheltenham,173.0,-37.96763,145.06247
Ashburton,145.0,-37.8737,145.0695
Preston,197.0,-37.74189,144.98967
Essendon,77.0,-37.758,144.9311
Glenroy,154.0,-37.71283,144.91446
Coburg,169.0,-37.75107,144.95112
Tarneit,156.0,-37.867,144.65618
Balwyn North,85.0,-37.7935,145.0679
Brighton,175.0,-37.88779,144.99933
Footscray,115.0,-37.7975,144.8894
Alphington,60.0,-37.7773,145.0314
Yarraville,2.0,-37.8113,144.8955
Brighton East,82.0,-37.93171,145.03041
Oakleigh,80.0,-37.8994,145.0955
Caulfield North,67.0,-37.8609,145.0126
Thomastown,177.0,-37.6825,144.9974
Hampton,86.0,-37.9389,145.0186
Ringwood North,114.0,-37.7987,145.23032
Balaclava,120.0,-37.8723,144.9961
Altona,3.0,-37.868,144.8285
Brunswick West,134.0,-37.76703,144.94235
Essendon,53.0,-37.7578,144.9134
Aberfeldie,247.0,-37.759,144.9015
Thornbury,59.0,-37.7549,144.9979
Croydon,110.0,-37.80752,145.27212
Elwood,117.0,-37.87964,144.9856
Lower Plenty,120.0,-37.72473,145.11657
Doncaster,194.0,-37.7815,145.1279
West Footscray,123.0,-37.79369,144.87511
Burwood,130.0,-37.84429,145.10199
Preston,79.0,-37.7523,145.0091
Airport West,92.0,-37.7216,144.8837
Bulleen,133.0,-37.7664,145.0884
Mitcham,132.6,-37.80588,145.1981
Hawthorn,126.0,-37.8159,145.0219
Richmond,50.0,-37.8231,144.9906
Hampton,81.0,-37.9392,145.00095
Bentleigh East,83.0,-37.9292,145.0708
Watsonia,89.0,-37.7141,145.0754
Cheltenham,120.0,-37.95502,145.06185
Elsternwick,180.0,-37.88319,145.01142
Caulfield South,82.0,-37.8981,145.03551
Bentleigh,204.0,-37.92025,145.03482
Burwood,144.0,-37.85682,145.10873
Avondale Heights,166.0,-37.75261,144.85631
Nunawading,121.0,-37.80794,145.18282
Newport,222.0,-37.84507,144.8792
St Kilda,68.0,-37.8641,144.9866
Brunswick West,42.0,-37.7586,144.9452
Brighton,116.0,-37.9268,144.991
Richmond,111.0,-37.8212,144.9985
Prahran,78.0,-37.85924,145.00563
Brunswick West,95.0,-37.7589,144.9368
Camberwell,86.0,-37.8357,145.0697
Balwyn North,144.0,-37.7893,145.092
Carlton North,104.0,-37.7852,144.9719
Williamstown,215.0,-37.8613,144.8939
St Kilda,46.0,-37.8648,144.9783
Williamstown,150.0,-37.85681,144.87529
Taylors Lakes,230.0,-37.69496,144.79511
Glen Waverley,181.0,-37.88255,145.14727
Brunswick,195.0,-37.7763,144.9597
Templestowe Lower,280.0,-37.7647,145.1186
Elwood,51.0,-37.8761,144.9871
Moonee Ponds,155.0,-37.7613,144.9177
Keilor East,154.0,-37.749,144.8599
Fawkner,100.0,-37.70762,144.97687
Kensington,86.0,-37.7897,144.9228
Taylors Hill,182.0,-37.70936,144.76098
Wantirna South,202.0,-37.8833,145.2247
Sunshine,107.0,-37.7836,144.8408
Hawthorn East,130.0,-37.8337,145.0504
Glenroy,95.0,-37.69777,144.91952
Ormond,189.0,-37.9061,145.0509
Altona,77.0,-37.8655,144.8299
Prahran,71.0,-37.8501,144.9953
Yarraville,84.0,-37.81481,144.88013
Sunshine North,133.0,-37.7651,144.8241
Toorak,57.0,-37.8373,145.0116
Doncaster,169.0,-37.7765,145.117
Brunswick East,71.0,-37.7753,144.9725
Altona Meadows,107.0,-37.87019,144.7843
Oak Park,113.0,-37.7232,144.9154
Greenvale,195.0,-37.65467,144.9035
Fairfield,68.0,-37.7719,145.0195
Newport,45.0,-37.8491,144.8903
Brunswick,126.0,-37.7738,144.9695
Brunswick,68.0,-37.75908,144.96959
Brunswick,97.0,-37.7622,144.9586
Watsonia North,115.0,-37.69872,145.08743
Maribyrnong,200.0,-37.7697,144.878
Glen Iris,183.0,-37.8513,145.0601
Yarraville,175.0,-37.8108,144.888
Pascoe Vale,106.0,-37.71734,144.94268
Northcote,106.0,-37.7756,144.9891
Yallambie,156.0,-37.7195,145.1034
St Kilda,3.0,-37.8584,144.9802
Chadstone,101.0,-37.8744,145.0995
Kensington,130.0,-37.7934,144.9166
Camberwell,210.0,-37.8458,145.0611
Meadow Heights,128.0,-37.65384,144.92272
Thornbury,52.0,-37.7526,145.0023
Pascoe Vale,87.0,-37.7291,144.9446
Ashburton,168.0,-37.8619,145.0879
Essendon,108.0,-37.7445,144.9133
Murrumbeena,106.0,-37.89801,145.07104
Briar Hill,183.0,-37.7063,145.12215
Carnegie,53.0,-37.8894,145.0508
Airport West,212.0,-37.71917,144.87819
Preston,189.0,-37.7511,144.9907
Vermont,289.0,-37.84009,145.19954
Hughesdale,157.0,-37.90403,145.08118
North Melbourne,65.0,-37.7926,144.9441
Donvale,107.0,-37.79937,145.18164
Brunswick West,287.0,-37.7634,144.9403
Diamond Creek,123.0,-37.67786,145.15975
Essendon,183.0,-37.75009,144.89271
Sunshine,116.0,-37.7796,144.8372
Craigieburn,185.0,-37.6038,144.9226
Armadale,53.0,-37.8531,145.0115
Malvern,91.0,-37.8597,145.0322
Hillside,196.0,-37.69655,144.75538
Albert Park,77.0,-37.84588,144.95559
Northcote,168.0,-37.7784,144.9959
West Footscray,95.0,-37.8021,144.8629
South Melbourne,72.0,-37.8343,144.95529
Ascot Vale,62.0,-37.7736,144.9015
Coburg North,123.0,-37.7341,144.97725
Glen Waverley,284.0,-37.88385,145.15088
Fawkner,138.0,-37.7109,144.9654
South Yarra,86.0,-37.8411,144.9944
Albert Park,134.0,-37.8448,144.9453
Rowville,190.0,-37.91692,145.25896
Dallas,110.0,-37.6754,144.934
Fairfield,87.0,-37.7847,145.0109
Ascot Vale,98.0,-37.7761,144.9165
Elsternwick,97.0,-37.8881,145.0097
Bulleen,180.0,-37.7689,145.099
Yarraville,85.0,-37.8145,144.8808
Camberwell,160.0,-37.8362,145.064
Fitzroy,137.0,-37.8029,144.975
Parkville,102.0,-37.7939,144.9572
Hawthorn East,95.0,-37.81875,145.05695
Meadow Heights,111.0,-37.66004,144.92338
Brunswick,140.0,-37.7581,144.9514
Melbourne,65.0,-37.8168,144.9691
Northcote,112.0,-37.76917,144.98606
South Yarra,37.0,-37.8319,144.9876
Kew,80.0,-37.805,145.0294
Glenroy,131.0,-37.7102,144.9112
Cheltenham,213.0,-37.97404,145.07541
Essendon West,157.0,-37.75156,144.886
Fawkner,93.0,-37.71376,144.97239
Brighton,163.0,-37.8943,144.9907
Richmond,66.0,-37.82046,144.99398
